"","Species","Order","Family","Genus","SV3","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","latitude","salinity","climate","Spawning","RepGuild1","RepGuild2","AddInfos","FeedingType","diel","diel1","diel2","diel_continuous"
"394","Symphysodon aequifasciata","Cichliformes","Cichlidae","Symphysodon",3,"present",NA,220923,NA,"Symphysodon_aequifasciata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Syngnathus schlegeli","Syngnathiformes","Syngnathidae","Syngnathus",3,"present",NA,259361,NA,"Syngnathus_schlegeli",NA,37,"saltwater","subtropical",NA,"bearers","external brooders","Male carries the eggs in a brood pouch (Ref. 205).",NA,NA,NA,NA,NA
"396","Takifugu pardalis","Tetraodontiformes","Tetraodontidae","Takifugu",3,"present",NA,407058,NA,"Takifugu_pardalis",NA,62,"saltwater","subtropical, temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Takifugu xanthopterus","Tetraodontiformes","Tetraodontidae","Takifugu",3,"present",NA,139541,NA,"Takifugu_xanthopterus",NA,54,"saltwater","subtropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Tetraodon fluviatilis","Tetraodontiformes","Tetraodontidae","Tetraodon",3,"present",NA,120277,NA,"Tetraodon_fluviatilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nocturnal","nocturnal","nocturnal",-1
"399","Thamnaconus modestus","Tetraodontiformes","Monacanthidae","Thamnaconus",3,"present",NA,793159,NA,"Thamnaconus_modestus",NA,52,"saltwater","subtropical",NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",3
"400","Toxotes jaculatrix","Acanthomorphata","Toxotidae","Toxotes",3,"present","y",712588,"incertae_sedis_inherited","Toxotes_jaculatrix",NA,17,"saltwater","tropical",NA,"nonguarders",NA,NA,NA,NA,NA,NA,NA
"401","Toxotes chatareus","Acanthomorphata","Toxotidae","Toxotes",3,"present","y",367548,"incertae_sedis_inherited","Toxotes_chatareus",NA,17,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Trachurus japonicus","Carangiformes","Carangidae","Trachurus",3,"present","y",43502,NA,"Trachurus_japonicus",NA,40,"saltwater","subtropical",NA,"nonguarders","open water/substratum egg scatterers",NA,NA,"crepuscular/diurnal","diurnal","crepuscular",2
"403","Trichiurus lepturus","Scombriformes","Trichiuridae","Trichiurus",3,"present",NA,143398,"extinct","Trichiurus_lepturus",NA,27,"saltwater","tropical","variable throughout range","nonguarders","open water/substratum egg scatterers",NA,NA,NA,NA,NA,NA
"404","Trichogaster fasciata","Anabantiformes","Osphronemidae","Trichogaster",3,"present",NA,1089987,NA,"Trichogaster_fasciata",NA,46,"freshwater","subtropical",NA,"guarders","nesters","Male defends the bubble-nest. Lays 500-600 eggs.",NA,"nocturnal","nocturnal","nocturnal",-3
"405","Trichopodus leerii","Anabantiformes","Osphronemidae","Trichopodus",3,"present",NA,785740,NA,"Trichopodus_leerii",NA,43,"freshwater",NA,NA,"guarders","nesters","Male guards the bubble nest.",NA,NA,NA,NA,NA
"406","Trogloglanis pattersoni","Siluriformes","Ictaluridae","Trogloglanis",3,"present","y",3624008,NA,"Trogloglanis_pattersoni",NA,82,"freshwater","subtropical",NA,"guarders","nesters",NA,NA,NA,NA,NA,NA
"407","Utiaritichthys sennaebragai","Characiformes","Serrasalmidae","Utiaritichthys",3,"present",NA,3625952,NA,"Utiaritichthys_sennaebragai",NA,16,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Xenomystus nigri","Osteoglossiformes","Notopteridae","Xenomystus",3,"present",NA,863129,NA,"Xenomystus_nigri",NA,3,"freshwater","tropical",NA,"guarders",NA,NA,NA,"nocturnal","nocturnal","nocturnal",-1
"409","Zanclus cornutus","Acanthuriformes","Zanclidae","Zanclus",3,"present","y",199070,NA,"Zanclus_cornutus",NA,19,"saltwater","tropical",NA,"nonguarders","open water/substratum egg scatterers",NA,NA,"diurnal","diurnal","diurnal",2
"410","Zebrasoma velifer","Acanthuriformes","Acanthuridae","Zebrasoma",3,"present",NA,3638940,NA,"Zebrasoma_velifer",NA,19,"saltwater","tropical",NA,"nonguarders","open water/substratum egg scatterers","Paired spawning (Ref. 240).",NA,"diurnal","diurnal","diurnal",2
"411","Zeus faber","Zeiformes","Zeidae","Zeus",3,"present","y",918920,NA,"Zeus_faber",NA,57,"saltwater","subtropical",NA,"nonguarders","open water/substratum egg scatterers","No studies of their reproductive development or early life history have been undertaken in Australia (Ref. 6390). Pelagic eggs (Ref. 35388).",NA,"nocturnal","nocturnal","nocturnal",-1
"412","Platichthys flesus","Pleuronectiformes","Pleuronectidae","Platichthys",3,"present","y",408331,NA,"Platichthys_flesus",NA,87,"freshwater","temperate","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","Spawns in the water column (Ref. 7471).  Produces 400,000 to 2,000,000 eggs for each female (Ref. 51442).",NA,"crepuscular/nocturnal","nocturnal","crepuscular",-5
"413","Agoniates halecinus","Characiformes","Characidae","Agoniates",3.5,"present",NA,673669,NA,"Agoniates_halecinus",NA,12,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Astyanax altiparanae","Characiformes","Characidae","Astyanax",3.5,"present",NA,466082,NA,"Astyanax_altiparanae",NA,42,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Chalceus erythrurus","Characiformes","Chalceidae","Chalceus",3.5,"present",NA,990648,NA,"Chalceus_erythrurus",NA,26,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Chionodraco hamatus","Perciformes","Channichthyidae","Chionodraco",3.5,"present","y",185365,NA,"Chionodraco_hamatus",NA,104,"saltwater","polar, subtropical","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,NA,NA,NA
"417","Cynodon gibbus","Characiformes","Characidae","Cynodon",3.5,"present",NA,545269,NA,"Cynodon_gibbus",NA,17,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Dissostichus mawsoni","Perciformes","Nototheniidae","Dissostichus",3.5,"present","y",504786,NA,"Dissostichus_mawsoni",NA,104,"saltwater","polar, subtropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Dolloidraco longedorsalis","Perciformes","Artedidraconidae","Dolloidraco",3.5,"present","y",268810,NA,"Dolloidraco_longedorsalis",NA,104,"saltwater","subtropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Hoplerythrinus unitaeniatus","Characiformes","Erythrinidae","Hoplerythrinus",3.5,"present",NA,719840,NA,"Hoplerythrinus_unitaeniatus",NA,19,"freshwater","tropical",NA,NA,NA,NA,NA,"crepuscular/nocturnal","nocturnal","crepuscular",-4
"421","Larimichthys crocea","Perciformes","Sciaenidae","Larimichthys",3.5,"present","y",679823,NA,"Larimichthys_crocea",NA,54,"saltwater","subtropical",NA,"nonguarders","open water/substratum egg scatterers",NA,NA,"crepuscular/diurnal","diurnal","crepuscular",2
"422","Lepisosteus osseus","Semionotiformes","Lepisosteidae","Lepisosteus",3.5,"present","y",519445,NA,"Lepisosteus_osseus",NA,66,"freshwater","temperate","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,"nocturnal","nocturnal","nocturnal",-2
"423","Myloplus rubripinnis","Characiformes","Serrasalmidae","Myloplus",3.5,"present",NA,753357,NA,"Myloplus_rubripinnis",NA,17,"freshwater","tropical",NA,"nonguarders","open water/substratum egg scatterers","The red hooked anal fin of the female is actually a plough.  The male has a bilobed anal fin which is designed to wrap around the female's ""hook"".  During spawning, the female inserts the hook into the substrate (e.g., gravel) and ploughs a furrow while laying the eggs with the male in a position next to her with his bi-lobed fin wrapped around the hook as he fertilises the eggs.  The female's ""hook"" is suprisingly strong and can be pushed into coarse gravel (up to the anal opening) without any problem with a shaking body action, the male's bilobed hook folds under the same pressure so they can work in unison (Ref. 55767).",NA,"diurnal","diurnal","diurnal",3
"424","Notothenia coriiceps","Perciformes","Nototheniidae","Notothenia",3.5,"present","y",258643,NA,"Notothenia_coriiceps",NA,104,"saltwater","subtropical",NA,NA,NA,NA,NA,"unclear","unclear/crepuscular","unclear",NA
"425","Paraliparis devriesi","Perciformes","Liparidae","Paraliparis",3.5,"present",NA,3631818,NA,"Paraliparis_devriesi",NA,105,"saltwater","polar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Pimelodus maculatus","Siluriformes","Pimelodidae","Pimelodus",3.5,"present","y",386663,NA,"Pimelodus_maculatus",NA,44,"freshwater","tropical",NA,NA,NA,NA,NA,"crepuscular/nocturnal","nocturnal","crepuscular",-3
"427","Rhoadsia altipinna","Characiformes","Characidae","Rhoadsia",3.5,"present",NA,3625978,NA,"Rhoadsia_altipinna",NA,63,"freshwater",NA,NA,"guarders","nesters","Male guards nest and cleans eggs.",NA,NA,NA,NA,NA
"428","Salminus hilarii","Characiformes","Bryconidae","Salminus",3.5,"present",NA,180301,NA,"Salminus_hilarii",NA,26,"freshwater","tropical",NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",3
"429","Satan eurystomus","Siluriformes","Ictaluridae","Satan",3.5,"present",NA,3624005,NA,"Satan_eurystomus",NA,82,"freshwater","subtropical",NA,"guarders","nesters",NA,NA,NA,NA,NA,NA
"430","Schizodon nasutus","Characiformes","Anostomidae","Schizodon",3.5,"present",NA,469757,NA,"Schizodon_nasutus",NA,44,"freshwater","tropical",NA,"guarders","nesters","Distinct pairs breed on densely grown weedy places (Ref. 205).",NA,"crepuscular/diurnal","diurnal","crepuscular",3
"431","Scorpaena porcus","Perciformes","Scorpaenidae","Scorpaena",3.5,"present",NA,223715,NA,"Scorpaena_porcus",NA,65,"saltwater","subtropical",NA,"nonguarders","open water/substratum egg scatterers",NA,NA,"nocturnal","nocturnal","nocturnal",-3
"432","Tetragonopterus argenteus","Characiformes","Characidae","Tetragonopterus",3.5,"present",NA,282555,NA,"Tetragonopterus_argenteus",NA,21,"freshwater","tropical",NA,"nonguarders","open water/substratum egg scatterers","Is being bred in Asia and Florida in ponds (Ref. 1672).",NA,"diurnal","diurnal","diurnal",1
"433","Trematomus bernacchii","Perciformes","Nototheniidae","Trematomus",3.5,"present","y",985361,NA,"Trematomus_bernacchii",NA,104,"saltwater","subtropical","one clear seasonal peak per year","nonguarders",NA,"Although members of this Family are known to tend to egg masses, it is assumed that because of the high fecundity, this species is a non-guarder (RF), to be corrected if direct information becomes available.",NA,NA,NA,NA,NA
"434","Trematomus lepidorhinus","Perciformes","Nototheniidae","Trematomus",3.5,"present",NA,985371,NA,"Trematomus_lepidorhinus",NA,103,"saltwater","polar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Trematomus loennbergii","Perciformes","Nototheniidae","Trematomus",3.5,"present","y",985377,NA,"Trematomus_loennbergii",NA,104,"saltwater","subtropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Amblyopsis spelaea","Percopsiformes","Amblyopsidae","Amblyopsis",1,"present","y",223533,NA,"Amblyopsis_spelaea",NA,82,"freshwater","subtropical",NA,"bearers","external brooders","Female incubates eggs in gill cavities (Ref. 7471).",NA,NA,NA,NA,NA
"437","Boleophthalmus pectinirostris","Gobiiformes","Gobiidae","Boleophthalmus",3,"present","y",47553,NA,"Boleophthalmus_pectinirostris",NA,53,"saltwater","tropical",NA,NA,NA,NA,NA,"nocturnal","nocturnal","nocturnal",-3
"438","Etroplus suratensis","Cichliformes","Cichlidae","Etroplus",1,"present","y",640316,NA,"Etroplus_suratensis",NA,25,"freshwater","tropical","throughout the year, but peaking once","guarders","clutch tenders","After spawning, about 500 eggs are laid and attached to a submerged log, rock or sometimes roots and weeds, in still or slow flowing water. Parents guard and fan the eggs until hatching, usually about 4 days. The fry shoal around their parents during the first weeks of growth. Parents refrain from feeding from the time of spawning until the fry become independent.",NA,"diurnal","diurnal","diurnal",3
"439","Gadus morhua (species in domain Eukaryota)","Gadiformes","Gadidae","Gadus",0,"absent","y",114170,NA,"Gadus_morhua (species in domain Eukaryota)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"crepuscular/nocturnal","nocturnal","crepuscular",-4
"440","Astronotus ocellatus","Cichliformes","Cichlidae","Astronotus",3,"present",NA,952936,NA,"Astronotus_ocellatus",NA,26,"freshwater","tropical",NA,"guarders","clutch tenders","In captivity, both male and female clean a suitable spawning site - often a flat rock , or branches, or in a circular nest excavated in shallow water (Ref. 44091). Eggs (usually numbering in the thousands, Ref. 44091) are deposited and are guarded by both parents. Egg hatch in 3 or 4 days and parent move the fry to a shallow pit in the sand where they remain for 6 or 7 days (Ref. 7020).",NA,"diurnal","diurnal","diurnal",3
"441","Andinoacara latifrons","Cichliformes","Cichlidae","Andinoacara",3,"present",NA,334264,NA,"Andinoacara_latifrons",NA,22,"freshwater","tropical",NA,"guarders","clutch tenders","Spawn up to 800 oval eggs of 1.2 mm diameter on flat substrate; both parents defend eggs and larvae (Ref. 40602).",NA,"diurnal","diurnal","diurnal",2
"442","Rocio octofasciata","Cichliformes","Cichlidae","Rocio",3,"present",NA,570005,NA,"Rocio_octofasciata",NA,43,"freshwater",NA,NA,"guarders","clutch tenders","Lays eggs on substrate. Parents incubate eggs and guard young.",NA,NA,NA,NA,NA
"443","Heros severus","Cichliformes","Cichlidae","Heros",3,"present",NA,547065,NA,"Heros_severus",NA,7,"freshwater","tropical",NA,"bearers","external brooders","Up to 200 eggs are deposited on stones or roots and defended by both parents: larvae are taken into the mouth. Parental care can last up to 6 weeks (Ref. 40602).",NA,"diurnal","diurnal","diurnal",3
"444","Haplochromis sp.","Cichliformes","Cichlidae","Haplochromis",0,"absent",NA,737833,"not_otu, incertae_sedis","Haplochromis_sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Pelvicachromis taeniatus","Cichliformes","Cichlidae","Pelvicachromis",0,"absent","y",66663,NA,"Pelvicachromis_taeniatus",NA,9,"freshwater","tropical",NA,"guarders","nesters","Spawns in caves. Eggs may be deposited in niches and crevices as well as below roots, pieces of bark and larger leaves (Ref. 89992).",NA,NA,NA,NA,NA
"446","Steatocranus casuarius","Cichliformes","Cichlidae","Steatocranus",0,"absent",NA,911145,NA,"Steatocranus_casuarius",NA,10,"freshwater",NA,NA,"guarders","nesters","Produces 20-150 eggs.",NA,NA,NA,NA,NA
"447","Melanochromis auratus","Cichliformes","Cichlidae","Melanochromis",0,"absent","y",855526,NA,"Melanochromis_auratus",NA,33,"freshwater",NA,NA,"bearers","external brooders","Lays up to 40 eggs. Female takes brood into her mouth and takes care of the young.",NA,"diurnal","diurnal","diurnal",1
"448","Oreochromis esculentus","Cichliformes","Cichlidae","Oreochromis",0,"absent",NA,406449,"sibling_higher","Oreochromis_esculentus",NA,5,"freshwater","tropical","no obvious seasonal peak","bearers","external brooders","Reproduction probably triggered by the rains (Ref. 2771), with the time of maximum spawning activity coinciding with the wettest months of the year (Ref. 363).  Males form a crater-like spawning nest without a distinct wall (Ref. 27292).  The pit is about 30cm in diameter and 10cm deep, and is probably made in the early morning (Ref. 27292).  Ovaries show that a female may have a succession of three or more broods in a spawning period; brooding females often shelter in weed beds and swampy places (Ref. 2, 363).  Males defend their breeding territory (Ref. 2) for weeks or on and off for several months, while females only make short visits to the spawning grounds and leave the territory immediately after spawning (Ref. 363).  Males eat little while actively guarding the nest (Ref. 363).  Papyrus swamp channels (Ref. 363, 34921, 55020) and beaches with weed grown swamps (Ref. 34921) function as nursery areas.  Young become independent at a length of about 1.5cm (Ref. 2, 363)by which size the yolk sac is occluded and they have strated to feed (Ref. 363), and at about 12cm TL they move from the nursery areas to the open water (Ref. 2).",NA,NA,NA,NA,NA
"449","Coptodon zillii","Cichliformes","Cichlidae","Coptodon",0,"absent",NA,862692,NA,"Coptodon_zillii",NA,9,"freshwater","tropical",NA,"guarders","clutch tenders","Spawns in lake bottoms with pebbles or sand and abundant vegetation (Ref. 3). Lays adhesive eggs on the substratum which are guarded by both parents (Ref. 6298). Reported to deposit and guard eggs in shallow nest (Ref. 12069). Produces up to 1000 eggs (Ref. 1672).",NA,"crepuscular/diurnal","diurnal","crepuscular",3
"450","Oreochromis spilurus","Cichliformes","Cichlidae","Oreochromis",0,"absent","y",5558327,"sibling_higher","Oreochromis_spilurus",NA,5,"freshwater","tropical",NA,"bearers","external brooders","Spawns in shallow water with shelving bottom in ponds. Size of first spawning depends on population density (lower at higher densities). Mating pit is the size and shape of a saucer. Eggs probably fertilized before being taken into the mouth by the female, or are fertilized inside the mouth (Ref. 2).",NA,NA,NA,NA,NA
"451","Tilapia sparrmanii","Cichliformes","Cichlidae","Tilapia",0,"absent","y",911151,NA,"Tilapia_sparrmanii",NA,17,"freshwater","tropical",NA,"guarders","Nesters","A substrate spawner (Ref. 118638). Male spreads his milt over the cluster of eggs which are deposited on the bottom or even attached to the branches of aquatic weeds; parents guard the eggs; eggs and fry may be moved into the mouth to alternative sites during hatching operations but there is no evidence of actual mouth brooding (Ref. 13337).",NA,NA,NA,NA,NA
